language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
87	30	depender	SBJ	de	Y	SBJ_de	a memória depende da idade	DEF.F memory(F) depend-3SG.PRS of+DEF.F age(F)	‘Memory depends on age.’		DEF.F память(F) зависеть-3SG.PRS от+DEF.F возраст(F)	‘Память зависит от возраста.’		
87	31	chamar	SBJ	DO	TR	TR	Pedro cham-ou Miguel	PN(M) call-3SG.PST PN(M)	‘Pedro called Miguel.’		PN(M) звать-3SG.PST PN(M)	‘Педру позвал Мигела.’		
87	32	conhecer	SBJ	DO	TR	TR	Pedro conhec-eu Miguel um ano atrás	PN(M) know_someone-3SG.PST PN(M) INDF year(M) ago	‘Pedro got to know Miguel a year ago.’		PN(M) знать_кого_то-3SG.PST PN(M) INDF год(M) назад	‘Педру познакомился с Мигелом год тому назад.’		
87	33	conhecer	SBJ	DO	TR	TR	Pedro conhec-e Miguel	PN(M) know_someone-3SG.PRS PN(M)	‘Pedro knows Miguel.’		PN(M) знать_кого_то-3SG.PRS PN(M)	‘Педру знает Мигела.’		
87	34	tocar	SBJ	DO	TR	TR	Pedro toc-a violão	PN(M) play-3SG.PRS guitar(M)	‘Pedro is playing the guitar.’		PN(M) играть-3SG.PRS гитара(M)	‘Педру играет на гитаре.’		
87	35	evitar	SBJ	DO	TR	TR	Pedro evit-a Miguel	PN(M) avoid-3SG.PRS PN(M)	‘Pedro avoids Miguel.’		PN(M) избегать-3SG.PRS PN(M)	‘Педру избегает Мигела.’		
87	36	construir	SBJ	DO	TR	TR	Pedro constru-iu um-a ratoeira	PN(M) build-3SG.PST INDF-F mousetrap(F)	‘Pedro made a mousetrap.’		PN(M) сооружать-3SG.PST INDF-F мышеловка(F)	‘Педру изготовил мышеловку.’		
87	37	caçoar	SBJ	de	Y	SBJ_de	Pedro caço-a de Miguel	PN(M) mock-3SG.PRS of PN(M)	‘Pedro is making fun of Miguel.’		PN(M) издеваться-3SG.PRS от PN(M)	‘Педру издевается над Мигелом.’		
87	38	ter	SBJ	DO	TR	TR	Pedro tem um carro	PN(M) have.3SG.PRS INDF car(M)	‘Pedro has a car.’		PN(M) иметь.3SG.PRS INDF машина(M)	‘У Педру есть машина’		
87	39	procurar	SBJ	DO	TR	TR	Pedro está procur-ando a-s chave-s	PN(M) COP_PROG.3SG.PRS seek-PROG DEF.F-PL key(F)-PL	‘Pedro is looking for his keys.’		PN(M) COP_PROG.3SG.PRS искать-PROG DEF.F-PL ключ(F)-PL	‘Педру ищет ключи.’		
87	40	pintar	SBJ	DO	TR	TR	Pedro pint-ou a cerca	PN(M) paint-3SG.PST DEF.F fence(F)	‘Pedro painted the fence.’		PN(M) красить-3SG.PST DEF.F забор(F)	‘Педру покрасил забор.’		
87	41	morder	SBJ	DO	TR	TR	o cachorro mord-eu Pedro	DEF.M dog(M) bite-3SG.PST PN(M)	‘A dog bit Pedro.’		DEF.M собака(M) кусать-3SG.PST PN(M)	‘Собака укусила Педру.’		
87	42	perder	SBJ	DO	TR	TR	Pedro perd-eu sua casa	PN(M) lose-3SG.PST POSS.3.F house(F)	‘Pedro lost his house.’		PN(M) терять-3SG.PST POSS.3.F дом(F)	‘Педру лишился дома.’		
87	43	apanhar	SBJ	DO	TR	TR	Pedro está apanh-ando o gato	PN(M) COP_PROG.3SG.PRS catch-PROG DEF.M cat(M)	‘Pedro is catching the cat.’		PN(M) COP_PROG.3SG.PRS ловить-PROG DEF.M кот(M)	‘Педру ловит кошку.’		
87	44	quebrar	SBJ	DO	TR	TR	Pedro quebr-ou o bastão	PN(M) break-3SG.PST DEF.M stick(M)	‘Pedro broke the stick.’		PN(M) ломать-3SG.PST DEF.M палка(M)	‘Педру сломал палку.’		
87	45	bajular	SBJ	DO	TR	TR	Pedro bajul-a Maria	PN(M) flatter-3SG.PRS PN(F)	‘Pedro is flattering Maria.’		PN(M) льстить-3SG.PRS PN(F)	‘Педру льстит Марии.’		
87	46	amar	SBJ	DO	TR	TR	Pedro am-a Maria	PN(M) love-3SG.PRS PN(F)	‘Pedro loves Maria.’		PN(M) любить-3SG.PRS PN(F)	‘Педру любит Марию.’		
87	47	acenar	SBJ	com	Y	SBJ_com	Pedro acen-a com um lenço	PN(M) wave-3SG.PRS with INDF handkerchief(M)	‘Pedro is waving a handkerchief.’		PN(M) махать-3SG.PRS с INDF платок(M)	‘Педру машет платком.’		
87	48	sonhar	SBJ	com	Y	SBJ_com	Pedro sonh-a com um carro	PN(M) dream-3SG.PRS with INDF car(M)	‘Pedro is dreaming with a car.’		PN(M) мечтать-3SG.PRS с INDF машина(M)	‘Педру мечтает о машине.’		
87	49	lavar	SBJ	DO	TR	TR	Pedro lav-ou a xícara	PN(M) wash-3SG.PST DEF.F cup(F)	‘Pedro washed the cup.’		PN(M) мыть-3SG.PST DEF.F кружка(F)	‘Педру вымыл чашку.’		
87	50	vestir	SBJ	DO	TR	TR	Pedro vest-iu a-s calça-s	PN(M) put_on-3SG.PST DEF.F-PL sock(F)-PL	‘Pedro put on his trousers.’		PN(M) надевать-3SG.PST DEF.F-PL носок(F)-PL	‘Педру надел штаны.’		
87	51	chamar-se	SBJ	DO	TR	TR	ess-e instrumento se cham-a bússola	DEM.MED-M instrument(M) REFL call-3SG.PRS compass(F)	‘This instrument is called a compass.’		DEM.MED-M инструмент(M) REFL звать-3SG.PRS компас(F)	‘Этот инструмент называется компас.’		
87	52	castigar	SBJ	DO	TR	TR	Pedro castig-ou seu filho	PN(M) punish-3SG.PST POSS.3.M son(M)	‘Pedro punished his son.’		PN(M) наказывать-3SG.PST POSS.3.M сын(M)	‘Педру наказал своего сына.’		
87	53	atacar	SBJ	DO	TR	TR	o urso atac-ou o pescador	DEF.M bear(M) attack-3SG.PST DEF.M fisherman(M)	‘The bear attacked the fisherman.’		DEF.M медведь(M) нападать-3SG.PST DEF.M рыбак(M)	‘Медведь напал на рыбака.’		
87	54	encher-se	SBJ	de	Y	SBJ_de	o balde se ench-eu de água	DEF.M bucket(M) REFL fill-3SG.PST of water(F)	‘The bucket filled up with water.’		DEF.M ведро(M) REFL наполнять-3SG.PST от вода(F)	‘Ведро наполнилось водой.’		
87	55	achar	SBJ	DO	TR	TR	Pedro ach-ou a-s chave-s	PN(M) find-3SG.PST DEF.F-PL key(F)-PL	‘Pedro found the keys.’		PN(M) находить-3SG.PST DEF.F-PL ключ(F)-PL	‘Педру нашел ключи.’		
87	56	faltar	para	SBJ	X	para_SBJ	falt-a um dólar para Pedro	lack-3SG.PRS INDF dollar(M) towards PN(M)	‘Pedro is one dollar short.’		недоставать-3SG.PRS INDF доллар(M) по_направлении PN(M)	‘Педру недостает одного доллара.’		
87	57	odiar	SBJ	DO	TR	TR	Pedro odei-a Miguel	PN(M) hate-3SG.PRS PN(M)	‘Pedro hates Miguel.’		PN(M) ненавидеть-3SG.PRS PN(M)	‘Педру ненавидит Мигела.’		
87	58	gostar	SBJ	de	Y	SBJ_de	Pedro gost-a dess-a camisa	PN(M) like-3SG.PRS of+DEM.MED-F shirt(F)	‘Pedro likes this shirt.’		PN(M) нравиться-3SG.PRS от+DEM.MED-F рубашка(F)	‘Педру нравится эта рубашка’		
87	59	precisar	SBJ	de	Y	SBJ_de	Pedro precis-a de dinheiro	PN(M) need-3SG.PRS of money(M)	‘Pedro needs money.’		PN(M) нуждаться-3SG.PRS от деньги(M)	‘Педру нужны деньги.’		
87	60	cercar	SBJ	DO	TR	TR	o-s muro-s cerc-am a cidade	DEF.M-PL wall(M)-PL surround-3PL.PRS DEF.F city(F)	‘The walls surround the city.’		DEF.M-PL стена(M)-PL окружать-3PL.PRS DEF.F город(F)	‘Стены окружают город.’		
87	61	ficar	SBJ	com	Y	SBJ_com	Pedro fic-ou com dez dólar-es	PN(M) get-3SG.PST with 10 dollar(M)-PL	‘Pedro has ten dollars left.’		PN(M) стать-3SG.PST с 10 доллар(M)-PL	‘У Педру осталось 10 долларов.’		
87	62	responder	SBJ	a	Y	SBJ_a	Pedro respond-eu ao professor	PN(M) answer-3SG.PST to+DEF.M professor(M)	‘Pedro answered the teacher.’		PN(M) ответить-3SG.PST к+DEF.M профессор(M)	‘Педру ответил учителю.’		
87	63	abrir	SBJ	DO	TR	TR	Pedro abr-iu a lata	PN(M) open-3SG.PST DEF.F can(F)	‘Pedro opened the can.’		PN(M) открывать-3SG.PST DEF.F банка(F)	‘Педру открыл банку.’		
87	64	ser diferente	SBJ	de	Y	SBJ_de	minha camisa é diferente da sua	POSS.1SG.F shirt(F) COP_HAB.3SG.PRS different of+DEF.F POSS.3.F	‘My shirt is different from yours.’	Non-verbal predicate.	POSS.1SG.F рубашка(F) COP_HAB.3SG.PRS не_такой от+DEF.F POSS.3.F	‘Моя рубашка отличается от твоей.’		
87	65	ficar para trás	SBJ	de	Y	SBJ_de	Pedro fic-ou para trás de Miguel	PN(M) get-3SG.PST towards behind of PN(M)	‘Pedro fell behind Miguel.’		PN(M) стать-3SG.PST по_направлении сзади от PN(M)	‘Педру отстал от Мигела.’		
87	66	arar	SBJ	DO	TR	TR	Pedro ar-a o campo	PN(M) plough-3SG.PRS DEF.M field(M)	‘Pedro is ploughing the field.’		PN(M) пахать-3SG.PRS DEF.M поле(M)	‘Педру пашет поле.’		
87	67	cheirar	SBJ	a	Y	SBJ_a	minha-s mão-s cheir-am a gasolina	POSS.1SG.F-PL hand(F)-PL smell-3PL.PRS to petrol(F)	‘My hands smell of gasoline.’		POSS.1SG.F-PL рука(F)-PL пахнуть-3PL.PRS к бензин(F)	‘Мои руки пахнут бензином.’		
87	68	atravessar	SBJ	DO	TR	TR	Pedro atravess-ou a rua	PN(M) cross-3SG.PST DEF.F street(F)	‘Pedro crossed the street.’		PN(M) пересекать-3SG.PST DEF.F улица(F)	‘Педру пересёк улицу.’		
87	69	cantar	SBJ	DO	TR	TR	Pedro cant-ou um-a bel-a canção	PN(M) sing-3SG.PST INDF-F beautiful-F song(F)	‘Pedro sang a beautiful song.’		PN(M) петь-3SG.PST INDF-F красивый-F песня(F)	‘Педру спел красивую песню.’		
87	70	escrever	SBJ	DO	TR	TR	Pedro escrev-eu um-a carta	PN(M) write-3SG.PST INDF-F letter(F)	‘Pedro wrote a letter.’		PN(M) писать-3SG.PST INDF-F письмо(F)	‘Педру написал письмо.’		
87	71	beber	SBJ	DO	TR	TR	Pedro beb-eu o leite	PN(M) drink-3SG.PST DEF.M milk(F)	‘Pedro drank the milk.’		PN(M) пить-3SG.PST DEF.M молоко(F)	‘Педру выпил молоко.’		
87	72	derreter	SBJ	DO	TR	TR	Pedro derret-eu um pedaço de chumbo	PN(M) melt-3SG.PST INDF piece(M) of lead(M)	‘Pedro melted a piece of lead.’		PN(M) плавить-3SG.PST INDF кусок(M) от свинец(M)	‘Педру расплавил кусок свинца.’		
87	73	combinar	SBJ	com	Y	SBJ_com	est-e cinto combin-a com meu vestido	DEM.PROX-M belt(M) go_together-3SG.PRS with POSS.1SG.M dress(M)	‘This belt goes well with my dress.’		DEM.PROX-M пояс(M) подходить-3SG.PRS с POSS.1SG.M платье(M)	‘Этот пояс подходит к моему платью.’		
87	74	abandonar	SBJ	DO	TR	TR	Pedro abandon-ou sua cidade natal	PN(M) leave-3SG.PST POSS.3.F city(F) native	‘Pedro left his native city.’		PN(M) подкидать-3SG.PST POSS.3.F город(F) родной	‘Педру покинул родной город.’		
87	75	cobrir	SBJ	DO	TR	TR	o tapete cobr-e tod-o o chão	DEF.M carpet(M) cover-3SG.PST all-M DEF.M floor(M)	‘The carpet covers the whole floor.’		DEF.M ковёр(M) покрывать-3SG.PST весь-M DEF.M пол(M)	‘Ковер покрывает весь пол.’		
87	76	lembrar-se	SBJ	de	Y	SBJ_de	Pedro se lembr-a bem da casa	PN(M) REFL remember-3SG.PRS well of+DEF.F house(F)	‘Pedro remembers the house well.’		PN(M) REFL помнить-3SG.PRS хорошо от+DEF.F дом(F)	‘Педру хорошо помнит дом.’		
87	77	ajudar	SBJ	DO	TR	TR	Pedro ajud-ou Miguel	PN(M) help-3SG.PST PN(M)	‘Pedro helped Miguel.’		PN(M) помогать-3SG.PST PN(M)	‘Педру помог Мигелу.’		
87	78	entender	SBJ	DO	TR	TR	Pedro entend-e francês	PN(M) understand-3SG.PRS French(M)	‘Pedro understands French.’		PN(M) понимать-3SG.PRS французский_язык(M)	‘Педру понимает французский язык.’		
87	79	atingir	SBJ	DO	TR	TR	o raio ating-iu a casa	DEF.M lightning(M) strike-3SG.PST DEF.F house(F)	‘The lightning struck the house.’		DEF.M молния(M) попадать-3SG.PST DEF.F дом(F)	‘Молния попала в дом.’		
87	80	cortar-se	SBJ	com	Y	SBJ_com	Pedro se cort-ou com a lâmina	PN(M) REFL cut-3SG.PST with DEF.F blade(F)	‘Pedro cut himself with the razor.’		PN(M) REFL резать-3SG.PST с DEF.F лезвие(F)	‘Педру порезался бритвой.’		
87	81	ficar grudado	SBJ	em	Y	SBJ_em	o copo fic-ou grud-ad-o na mesa	DEF.M glass(M) get-3SG.PST stick-PTCP-M in+DEF.F table(F)	‘The glass got stuck to the table.’		DEF.M стекло(M) стать-3SG.PST липнуть-PTCP-M в+DEF.F стол(F)	‘Стакан прилип к столу.’		
87	82	perder	SBJ	para	Y	SBJ_para	Pedro perd-eu para Miguel	PN(M) lose-3SG.PST towards PN(M)	‘Pedro lost to Miguel.’		PN(M) терять-3SG.PST по_направлении PN(M)	‘Педру проиграл Мигелу.’		
87	83	alegrar-se	SBJ	com	Y	SBJ_com	Pedro alegr-ou-se com a carta	PN(M) be_happy-3SG.PST-REFL with DEF.F letter(F)	‘Pedro was glad about the letter.’		PN(M) радоваться-3SG.PST-REFL с DEF.F письмо(F)	‘Педру обрадовался письму.’		
87	84	conversar	SBJ	com	Y	SBJ_com	Pedro está convers-ando com Miguel	PN(M) COP_PROG.3SG.PRS talk-PROG with PN(M)	‘Pedro is talking to Miguel.’		PN(M) COP_PROG.3SG.PRS разговаривать-PROG с PN(M)	‘Педру разговаривает с Мигелом.’		
87	85	dar à luz	SBJ	DO	TR	TR	Maria deu à luz um filho	PN(F) give.3SG.PST to+DEF.F light(F) INDF son(M)	‘Maria gave birth to a son.’		PN(F) давать.3SG.PST к+DEF.F свет(F) INDF сын(M)	‘Мария родила сына.’		
87	86	derrubar	SBJ	DO	TR	TR	Pedro derrub-ou um copo	PN(M) topple-3SG.PST INDF glass(M)	‘Pedro toppled a glass.’		PN(M) ронять-3SG.PST INDF стакан(M)	‘Педру уронил стакан.’		
87	87	comandar	SBJ	DO	TR	TR	Pedro comand-a nossa vila	PN(M) rule-3SG.PRS POSS.1PL.F city(F)	‘Pedro runs our town.’		PN(M) управлять-3SG.PRS POSS.1PL.F город(F)	‘Педру руководит нашим посёлком.’		
87	88	sentir falta	SBJ	de	Y	SBJ_de	Pedro sent-e falta de Maria	PN(M) feel-3SG.PRS lack(F) of PN(F)	‘Pedro misses Maria.’		PN(M) чувствовать-3SG.PRS нехватка(F) от PN(F)	‘Педру скучает по Марии.’		
87	89	seguir	SBJ	DO	TR	TR	Pedro segu-e Miguel	PN(M) follow-3SG.PRS PN(M)	‘Pedro follows Miguel.’		PN(M) следовать-3SG.PRS PN(M)	‘Педру следует за Мигелом.’		
87	90	desmontar	SBJ	de	Y	SBJ_de	Pedro desmont-a do cavalo	PN(M) dismount-3SG.PRS of+DEF.M horse(M)	‘Pedro dismounted the horse.’		PN(M) спешиться-3SG.PRS от+DEF.M лошадь(M)	‘Педру слез с лошади.’		
87	91	escutar	SBJ	DO	TR	TR	Pedro escut-a o rádio	PN(M) listen-3SG.PRS DEF.M radio(M)	‘Pedro is listening to the radio.’		PN(M) слушать-3SG.PRS DEF.M радио(M)	‘Педру слушает радио.’		
87	92	obedecer	SBJ	DO	TR	TR	Pedro obedec-e sua mãe	PN(M) obey-3SG.PRS POSS.3.F mother(F)	‘Pedro obeys his mother.’		PN(M) слушаться-3SG.PRS POSS.3.F мать(F)	‘Педру слушается маму.’		
87	93	ouvir	SBJ	DO	TR	TR	Pedro ouv-e música	PN(M) hear-3SG.PRS music(F)	‘Pedro hears the music.’		PN(M) слышать-3SG.PRS музыку(F)	‘Педру слышит музыку.’		
87	94	misturar-se	SBJ	com	Y	SBJ_com	o mel se mistur-a com o leite	DEF.M honey(M) REFL mix-3SG.PRS with DEF.M milk(F)	‘The honey is mixing with the milk.’		DEF.M мёд(M) REFL смешивать-3SG.PRS с DEF.M молоко(F)	‘Мед смешивается с молоком.’		
87	95	olhar	SBJ	para	Y	SBJ_para	Pedro olh-a para a nuvem	PN(M) look-3SG.PRS towards DEF.F cloud(F)	‘Pedro is looking at the cloud.’		PN(M) смотреть-3SG.PRS по_направлении DEF.F облако(F)	‘Педру смотрит на тучи.’		
87	96	tirar	SBJ	DO	TR	TR	Pedro tir-ou a camisa	PN(M) remove-3SG.PST DEF.F shirt(F)	‘Pedro took off the shirt.’		PN(M) снять-3SG.PST DEF.F рубашка(F)	‘Педру снял рубашку.’		
87	97	sonhar	SBJ	com	Y	SBJ_com	Pedro sonh-a com Maria	PN(M) dream-3SG.PRS with PN(F)	‘Pedro is dreaming of Maria.’		PN(M) мечтать-3SG.PRS с PN(F)	‘Педру снится Мария.’		
87	98	concordar	SBJ	com	Y	SBJ_com	Pedro concord-a com Maria	PN(M) agree-3SG.PRS with PN(F)	‘Pedro agrees with Maria.’		PN(M) соглашаться-3SG.PRS с PN(F)	‘Педру согласился с Марией.’		
87	99	discutir	SBJ	com	Y	SBJ_com	Pedro discut-iu com Maria	PN(M) argue-3SG.PST with PN(F)	‘Pedro had a quarrel with Maria.’		PN(M) спорить-3SG.PST с PN(F)	‘Педру поссорился с Марией.’		
87	100	custar	SBJ	DO	TR	TR	ess-a xícar-a cust-a um dólar	DEM.MED-F cup(F) cost-3SG.PRS INDF dollar(M)	‘This cup costs a dollar.’		DEM.MED-F кружка(F) стоит-3SG.PRS INDF доллар(M)	‘Эта чашка стоит один доллар.’		
87	101	atirar	SBJ	em	Y	SBJ_em	Pedro atir-ou no pássaro	PN(M) shoot-3SG.PST in+DEF.M bird(M)	‘Pedro shot a bird.’		PN(M) стрелять-3SG.PST в+DEF.M птица(M)	‘Педру выстрелил в птицу.’		
87	102	colocar	SBJ	DO	TR	TR	Pedro coloc-a açúcar	PN(M) place-3SG.PRS sugar(M)	‘Pedro poured some sugar.’		PN(M) поместить-3SG.PRS сахар(M)	‘Педру насыпал сахар.’		
87	103	perder	SBJ	DO	TR	TR	Pedro perd-eu a-s chave-s	PN(M) lose-3SG.PST DEF.F-PL key(F)-PL	‘Pedro lost the keys.’		PN(M) терять-3SG.PST DEF.F-PL ключ(F)-PL	‘Педру потерял ключи.’		
87	104	afundar	SBJ	em	Y	SBJ_em	o galho afund-ou na água	DEF.M branch(M) sink-3SG.PST in+DEF.F water(F)	‘The log sank in the water.’		DEF.M ветка(M) тонуть-3SG.PST в+DEF.F вода(F)	‘Полено утонуло в воде.’		
87	105	matar	SBJ	DO	TR	TR	Pedro mat-ou Miguel	PN(M) kill-3SG.PST PN(M)	‘Pedro killed Miguel.’		PN(M) убить-3SG.PST PN(M)	‘Педру убил Мигела.’		
87	106	bater	SBJ	em	Y	SBJ_em	Pedro bat-eu em Miguel	PN(M) hit-3SG.PST in PN(M)	‘Pedro hit Miguel.’		PN(M) ударить-3SG.PST в PN(M)	‘Педру ударил Мигела.’		
87	107	beijar	SBJ	DO	TR	TR	Pedro beij-ou Maria	PN(M) kiss-3SG.PST PN(F)	‘Pedro kissed Maria.’		PN(M) целовать-3SG.PST PN(F)	‘Педру поцеловал Марию.’		
87	108	ler	SBJ	DO	TR	TR	Pedro l-eu um livro interessante	PN(M) read-3SG.PST INDF book(M) interesting	‘Pedro read an interesting book.’		PN(M) читать-3SG.PST INDF книга(M) интересный	‘Педру прочитал интересную книгу.’		
87	109	mover	SBJ	DO	TR	TR	Pedro mov-eu o dedo	PN(M) move-3SG.PST DEF.M finger(M)	‘Pedro moved the finger.’		PN(M) двигать-3SG.PST DEF.M палец(M)	‘Педру пошевелил пальцем.’		
87	110	respeitar	SBJ	DO	TR	TR	Pedro respeit-a Miguel	PN(M) respect-3SG.PRS PN(M)	‘Pedro respects Miguel.’		PN(M) уважать-3SG.PRS PN(M)	‘Педру уважает Мигела.’		
87	111	ter nojo	SBJ	de	Y	SBJ_de	Pedro tem nojo de louça suj-a	PN(M) have.3SG.PRS disgust(M) of tableware(F) dirty-F	‘Pedro is squeamish about dirty dishes.’		PN(M) иметь.3SG.PRS отвращение(M) от посуда(F) грязный-F	‘Педру брезгует грязной посудой’		
87	112	estar satisfeito	SBJ	com	Y	SBJ_com	Pedro está satisfeit-o com seu filho	PN(M) COP_PROG.3SG.PRS pleased-M with POSS.3.M son(M)	‘Pedro is pleased with his son.’	Non-verbal predicate.	PN(M) COP_PROG.3SG.PRS доволен-M с POSS.3.M сын(M)	‘Педру доволен своим сыном.’		
87	113	apaixonar-se	SBJ	por	Y	SBJ_por	Pedro se apaixon-ou por Maria	PN(M) REFL fall_in_love-3SG.PST by PN(F)	‘Pedro fell in love with Maria.’		PN(M) REFL влюбиться-3SG.PST посредством PN(F)	‘Педру влюбился в Марию.’		
87	114	confiar	SBJ	em	Y	SBJ_em	Pedro confi-a em Maria	PN(M) trust-3SG.PRS in PN(F)	‘Pedro trusts Maria.’		PN(M) доверять-3SG.PRS в PN(F)	‘Педру доверяет Марии.’		
87	115	estar triste	SBJ	por	Y	SBJ_por	Pedro está triste por sua mãe	PN(M) COP_PROG.3SG.PRS sad by POSS.3.F mother(F)	‘Pedro feels sorry for his mother.’	Non-verbal predicate.	PN(M) COP_PROG.3SG.PRS расстроеный посредством POSS.3.F мать(F)	‘Педру жалеет свою мать.’		
87	116	invejar	SBJ	DO	TR	TR	Pedro invej-a Miguel	PN(M) envy-3SG.PRS PN(M)	‘Pedro envies Miguel.’		PN(M) завидовать-3SG.PRS PN(M)	‘Педру завидует Мигелу.’		
87	117	estar bravo	SBJ	com	Y	SBJ_com	Pedro está brav-o com Miguel	PN(M) COP_PROG.3SG.PRS angry-M with PN(M)	‘Pedro is angry with Miguel.’	Non-verbal predicate.	PN(M) COP_PROG.3SG.PRS злой-M с PN(M)	‘Педру злится на Мигела.’		
