predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	Abaza	Adyghe_West_Circassian	Aghul	Akhvakh_Northern	Albanian	Andi_Zilo	Arabic_Northern_Syrian	Arabic_South_Levantine_Nazareth	Arabic_Standard	Archi	Armenian_Eastern	Assyrian_Neo_Aramaic	Avar	Azerbaijani	Bafut	Bagvalal	Bambara	Bashkir	Basque	Belarusian	Bengali	Budugh	Bulgarian	Buriat	Catalan	Chechen	Chinese_Mandarin	Chirag	Chukchi	Chuvash	Croatian	Czech	Danish	Dargwa_Itsari	Dargwa_Kadar	Dargwa_Kaytag	Dargwa_Kubachi	Dargwa_Tsudakhar	Dargwa_Tsugni	Dutch	Enets_Forest	English	Erzya	Estonian	Evenki	Finnish	Finnish_Ingrian	French	Gascon	Gban	Georgian	German	Goo	Greek_Ancient	Greek_Modern	Guarani_Paraguayan	Guro	Hebrew_Modern	Hindi	Hungarian	Icelandic	Indonesian_Standard	Ingush	Irish	Italian	Japanese	Joola_Fonyi	Kalmyk	Karata	Kazakh	Khanty_Kazym	Khmer	Khoekhoe	Khwarshi	Komi_Permyak	Komi_Zyrian	Kpelle_Guinean	Kryz_Alik	Kryz_Ismayilli	Kryz_Proper	Kumyk	Kurdish_Sorani	Kurmanji_Northern_Kurdish	Lak_Quba	Latin	Latvian	Laz	Lezgian	Lezgian_Yargun	Lithuanian	Loma	Macedonian	Maltese	Mandinka	Maninka_Eastern	Mano	Mansi_Northern	Mari_Western	Mehweb	Mingrelian	Moksha	Nanai	Nivkh	Norwegian_Bokmal	Oromo_West_Central	Ossetic	Persian	Polish	Portuguese_Brazilian	Romani_Kalderash	Romanian	Russian	Rutul_Kina	Rutul_Mukhad	Rutul_Myukhrek	Rutul_Shin_Borch	Rutul_Shinaz	Saami_Skolt	Saami_South	Sagada	Serbian	Shughni	Slovak	Slovenian	Soninke	Spanish	Svan	Swedish	Tabasaran_Kandyk	Tagalog	Telugu	Tsakhur	Tswana	Turkish	Turoyo	Tuvinian	Twi	Udi	Udihe	Udmurt	Ukrainian	Ulcha	Uzbek	Wolof	Yakut	Yukaghir_Northern	Zazaki
100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)	IO_ABS	INAL.POSS_ABS	GEN_NOM(NO.AGR)	POSS_NOM(NO.AGR)	TR	GEN_NOM	EXT_BARE	TR		NOM_SUP	NOM_NOM(NO.AGR)	TR	GEN_NOM(NO.AGR)	NOM_DATLAT	SBJ_PRED			TR	TR	TR		NOM_LOC	TR	NOM_NOM(NO.AGR)	TR	GEN_ABS(NO.AGR)	TR	NOM_SUPER		TR	TR	TR	TR	ABS_SUPER.LAT	DAT_NOM(NO.AGR)	NOM_NOM(NO.AGR)	NOM_DAT	NOM_ERG/LOC(LAT)	NOM_ERG	TR		TR		TR	POSS_NOM	TR	NOM_NOM(NO.AGR)	TR	TR	SBJ_BARE	NOM_NOM(NO.AGR)	TR		NOM_GEN	TR			TR		NOM_ILL	TR	EXT_BARE	LAT_NOM	TR	SBJ_BARE(NO.AGR)	TOP_ZERO		NOM_NOM(NO.AGR)	POSS_NOM(NO.AGR)	TR		TR	TR		NOM_NOM(NO.AGR)	TR	SBJ_a	NOM_EQU	NOM_GEN	NOM_GEN	NOM_NOM(NO.AGR)	SBJ.INTR_be	SBJ.INTR_biOBL		NOM_ABL	TR	NOM_DAT		NOM_SUB/POST	TR		TR	TR	SBJ_la		SBJ_ka		TR		NOM_NOM(NO.AGR)		NOM_NOM(NO.AGR)	TR	TR	TR	TR	TR	TR	TR	NOM_NOM(NO.AGR)	TR	TR	NOM_DAT	GEN_NOM(NO.AGR)		ATTR_NOM(NO.AGR)	ATTR_NOM(NO.AGR)	NOM_NOM(NO.AGR)		GEN1_ABS	TR	NOM.NO.CL_NOM(NO.AGR)	TR	TR		TR	NOM_NOM(NO.AGR)	TR	ABS_ABS(NO.AGR)	ACT_LIN			TR	TR		NOM_NOM(NO.AGR)	TR		NOM_NOM(NO.AGR)	NOM_NOM(NO.AGR)	TR	NOM_DAT	TR	TR			TR
101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а	ABS_IO	ABS_DAT	ERG_DAT	ERG_AD		ERG_SUPER.LAT	SBJ_3ala		NOM_alaaGEN	ERG_DAT	NOM_DAT	SBJ_gu	ERG_LOC	NOM_DATLAT	TR	ERG_ADESS	TR	NOM_DAT	ERG_DAT	NOM_uACC		ERG_LOC	SBJ_po	TR	SBJ_NDIR.OBJ	ERG_DAT	SBJ_chao	ERG_SUPER	TR	TR	NOM_uACC	NOM_naACC	SBJ_efter	ERG_SUPER.LAT	ERG_SUPER	ERG_DATLAT	ERG_DAT	ERG/LOC(LAT)_DAT	ERG_DAT	SBJ_op	TR	SBJ_at	NOM_jonLAT	NOM_PART	TR	NOM_PART	NOM_PART	SBJ_sur	SBJ_sus	SBJ_nen	ERG_DAT	NOM_aufACC		NOM_GEN	TR	ACT_re	SBJ_la	SBJ_be	ERG_OBLpar	NOM_SUB	NOM_aACC	TR	ERG_DAT	SBJ_faoi	SBJ_NDIR.OBJ	TR	TR	TR	ERG_CONT	TR	TR	TR	TR	ERG_GEN2	NOM_DAT	NOM_ILL	SBJ_bha	ERG_DAT	ERG_DAT	ERG_INLAT	NOM_DAT	SBJ.TR_le	SBJ.TR_liOBL	GEN_SUPLAT	NOM_inACC		TR	TR	ERG_DAT	NOM_iACC	SBJ_ma	SBJ_vo	SBJ_lil	TR	TR	SBJ_mo	TR	NOM_veke	ERG_SUPER.LAT	ERG_DAT	NOM_lanks	TR	TR	SBJ_mot	NOM_LOC		NOM_beNOM	NOM_doGEN	SBJ_em	NOM_ande	TR	NOM_vACC	ERG_SUB	ERG_SUPER	ERG_APUD	ERG_DAT	ERG_APUD	NOM_GENvuastta	TR	ERG_POSS	NOM_uACC	NOM.CL_SUP	NOM_naACC	NOM_vACC	SBJ_yi	SBJ_contra	ERG_DAT	SBJ_mot	ERG_DAT	TR	TR	ERG_SUPERLAT	TR	NOM_DAT	SBJ_m	NOM_ALL1	TR	TR	TR	NOM_NOMshori	NOM_vACC	TR	TR	TR	TR	NOM_langudeng	SBJ.TR_ra.PSTP
102	pour	X (pour) Y	сыпать	X (сыпать) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_ba	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_PART	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	NOM_DAT	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
103	lose	X (lose) Y	терять	X (терять) Y	MAL_ABS	TR	APUD.ELAT_ABS	POSS_NOM	TR	TR	TR	TR	TR	GEN_NOM	TR	TR	APUDEL_NOM	TR	TR	TR	ko_SBJ	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_ba	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	GEN_NOM	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR		TR	TR	TR	TR	NOM_DAT	TR	TR	TR	TR	TR	ati_SBJ	TR	CONTEL_NOM	TR	TR	TR	SBJ_xa	CONT_ABS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	TR	POSS_SBJ	bolo_SBJ	TR	TR	TR	CONT.EL_NOM	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	APUD.EL_NOM	TR	TR	TR	TR	TR	TR	POSS.ABL_ABS	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	SBJ_ke	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е	ABS_LOCca	ABS_LOC.UNDER.LOC.CONT	ABS_INTER	NOM_LAT	NOM_neACC	NOM_INTER	SBJ_b	SBJ_bi	NOM_fiiGEN	NOM_INTER	NOM_DATmej	SBJ_gu	NOM_INTER	NOM_LOC	SBJ_a.mfeng		SBJ_la	NOM_DAT	ABS_IN	NOM_uLOC	NOM_LOC/INS	NOM_LOC	SBJ_v	NOM_soo	SBJ_a	ABS_buxa	SBJ_zhong	ABS_INTER	ABS_INESS	NOM_LOC	NOM_uACC	NOM_doGEN	SBJ_i	ABS_SUB.LAT	NOM_IN	NOM_DATLAT	NOM_INTERLAT	NOM_GENgu	NOM_ERG	SBJ_in	NOM_DAT	SBJ_in	NOM_ILL	NOM_ILL	NOM_DAT	NOM_ILL	NOM_ILL	SBJ_dans	SBJ_dens	SBJ_di	NOM_DAT.INESS/ILLAT	NOM_inDAT		NOM_enDAT	NOM_seACC		SBJ_wuo	SBJ_be	DIR_OBLme	NOM_ala	NOM_iACC	SBJ_di.dalam		DO_i	SBJ_in	NOM_DAT	SBJ_di	NOM_DAT	NOM_INTER	NOM_DAT	NOM_DAT		SBJ_!na	ABS_INTER.DIR	NOM_ILL	NOM_INE	SBJ_hu	NOM_IN	NOM_INESS	NOM_SUB	NOM_DAT	SBJ.INTR_lenew.da	SBJ.INTR_navOBL	NOM_IN	NOM_inABL	NOM_LOC	NOM_DAT	ABS_INESS	NOM_IN	NOM_iACC		SBJ_vo	SBJ_fi	SBJ_kono	SBJ_do(POST)	SBJ_ba	NOM_LAT	NOM_ILL	NOM_CONT.ESS	ERG_DAT	NOM_ILL/DAT	NOM_DIR		SBJ_i	NOM_ABSkeessatti	NOM_INESS	NOM_darNOM	NOM_wLOC	SBJ_em	NOM_ande	NOM_in	NOM_vLOC	NOM_IN	NOM_CONT	NOM_CONT	NOM_IN	NOM_CONT	NOM_GENvualla		ABS_CONT	NOM_uACC	NOM.NO.CL_PREP.DOWN	NOM_doGEN	NOM_vLOC	SBJ_yi	SBJ_en	NOM_INESS	SBJ_i	ABS_SUB	ACT_LOC	NOM_LOCDAT	NOM_IN	SBJ_mo	NOM_LOC	SBJ.SS_b	NOM_ALL1	SBJ_mu	ABS_DAT	NOM_LOC	NOM_ILL	NOM_vLOC		NOM_LOC	SBJ_ci	NOM_DAT	NOM_LOC	SBJ.INTR_bine.PREP
105	kill	X (kill) Y	убивать	X (убивать) Y-а	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
106	hit	X (hit) Y	ударить	X (ударять) Y-а	ABS_IO	ABS_DAT	ERG_IN	ERG_LOC	TR	ERG_SUPER	TR	TR	TR	ERG_DAT	TR	TR	ERG_LOC	TR	TR	ERG_CONTESS	TR	NOM_DAT	TR	TR	TR	ERG_LOC	TR	TR	TR	ERG_DAT	TR	ERG_SUPER	TR	TR	TR	TR	TR	ERG_SUPER.LAT	ERG_SUPER	ERG_DATLAT	ERG_DAT	ERG/LOC(LAT)_DAT	ERG_DAT	TR	TR	TR	TR	NOM_PART	TR	NOM_PART	TR	TR	TR	TR	ERG_DAT	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	ERG_DAT	TR	TR	TR	TR	TR	ERG_CONT	TR	TR	TR	TR	ERG_GEN2	NOM_DAT	TR	TR	ERG_SUPEREL	ERG_SUPER	ERG_INEL	NOM_DAT	SBJ.TR_le	SBJ.TR_liOBL	GEN_SUPTRANS	TR	NOM_DAT	TR	TR	TR	NOM_DAT	TR	TR	TR	TR	TR	TR	TR	TR	ERG_SUPER.LAT	ERG_DAT	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_em	NOM_ande	TR	TR	ERG_SUP.ELga	TR	TR	NOM_SUPEREL	NOM_SUPER	TR	TR	ERG_GEN2	TR	TR	TR	TR	TR	SBJ_NDIR.OBJ	ERG_DAT	TR	ERG_DAT	TR	TR	ERG_DAT	TR	NOM_DAT	SBJ_IO	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
107	kiss	X (kiss) Y	целовать	X (целовать) Y-а	ERG_IO	ABS_DAT	ERG_DAT	ERG_LOC	TR	ERG_SUPER	TR	TR	TR	TR	TR	TR	NOM_LOC	TR		ERG_CONTESS		TR	ERG_DAT	TR	TR	ERG_DAT	TR	TR	TR	ERG_DAT	TR	ERG_SUPER	TR	TR	TR	TR	TR	ERG_SUPER.LAT	NOM_SUPER	ERG_DATLAT	ERG_DAT	ERG/LOC(LAT)_SUPER(LAT)	ERG_DAT	TR	TR	TR	TR	NOM_PART	TR	NOM_PART	NOM_PART	TR	TR		ERG_DAT	TR	SBJ_bha	TR	TR	TR	SBJ_ba	TR	TR	TR	TR	TR	ERG_DAT	TR	TR	NOM_DAT		TR	ERG_CONT	TR	TR	TR	TR	ERG_CONT	TR	TR		ERG_SUPEREL	ERG_DAT	ERG_DAT	TR	TR	TR	GEN_SUPLAT	TR	TR	ERG_DAT	ERG_DAT	ERG_DAT	TR		TR	TR	TR	TR		TR	TR	ERG_SUPER.LAT	ERG_DAT	TR	TR	TR	TR	TR	NOM_DAT	TR	TR	TR	TR	TR	TR	ERG_DAT	ERG_DAT	ERG_CONT	ERG_DAT	ERG_DAT	TR	TR	ERG_DAT	TR	TR	TR	TR	TR	SBJ_NDIR.OBJ	NOM_DAT	TR	ERG_DAT	TR	NOM_DAT	ERG_DAT	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
108	read	X (read) Y	читать	X (читать) Y-а	ABS_IO	ABS_DAT	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	NOM_INS	TR	TR	TR	NOM_INSTR	TR	TR	TR	TR	TR	TR	NOM_INS	NOM_INS	TR	TR	TR	TR	TR	TR	TR	TR	NOM_LOC	TR	TR	TR	TR	NOM_PART	NOM_AD	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_INS	NOM_INS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_so	TR	TR	TR	TR	NOM_INS	TR	TR	ERG_DAT	TR	NOM_INS		TR	TR	TR	TR	NOM_INS	TR	NOM_INS	TR	NOM_INS	TR	TR	TR	TR	TR	TR	TR	TR	NOM_INS	TR	NOM_INS	NOM_zINS	TR	TR	TR	SBJ_pa	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_INS	NOM_INS	TR	TR	TR	TR	TR
110	respect	X (respect) Y	уважать	X (уважать) Y-а	ERG_LOCkwe	ERG_BEN	TR	ERG_POSS	TR	TR	TR	TR	TR	ERG_GEN	TR	TR	ERG_GEN	NOM_DATLAT	SBJ_mbo		TR	TR	TR	TR	TR	ERG_DAT	TR	TR	TR	TR	SBJ_dui	ERG_GEN	TR	TR	TR	NOM_GEN	TR	ERG_GEN		ERG_GEN	ERG_GEN	ERG/LOC(LAT)_GEN	ERG_GEN	TR		TR		NOM_PART		NOM_PART	NOM_EL	TR	TR	TR	ERG_DAT	TR	TR	TR	TR		TR	TR	ERG_DAT	TR	NOM_fyrirDAT	SBJ_kepada		aige_ar	TR	TR	TR	TR	ERG_POSS	TR			TR	ERG_GEN1	TR	TR	TR	ERG_DAT	ERG_DAT	ERG_DAT	TR		SBJ.TR_jiOBLre	TR	TR	TR	NOM_DAT	ERG_DAT	ERG_DAT	TR	SBJ_ma	TR	TR	TR	TR	TR		TR	ERG_GEN	TR	TR		SBJ_DAT/ADD	TR	TR	NOM_DAT	NOM_beNOM	TR	TR	NOM_pe	TR	TR	ERG_DAT	ERG_GEN		ERG_DAT	TR	TR	TR	ERG_DAT	TR	TR	NOM_GEN	TR	TR	TR	TR	TR	GEN_DAT	TR	TR	ERG_DAT	TR	NOM_DAT	OBJAGR_l	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	SBJ.TR_re.PSTP
111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом	ABS_MAL	TR	DAT_ABS	POSS_EL	NOM_ngaNOM	NOM_SUPER	SBJ_men	SBJ_min	NOM_minGEN		NOM_ABL	SBJ_men	GEN_LOC	NOM_ABL			SBJ_la	NOM_ABL		NOM_INS		NOM_ABL	SBJ_ot		NDIR.OBJ_SBJ	DAT_ABS		ABS_SUPER.ELAT	ABS_ALL	NOM_ABL	DAT_NOM	NOM_GEN	SBJ_overfor		NOM_EL				GEN_SUPER(LAT)	SBJ_van	TR	SBJ_about	NOM_ABL	NOM_GENsuhtes	NOM_ABL	NOM_PART	NOM_EL	SBJ_par	NDIR.OBJ_SBJ		DAT_NOM	NOM_mitDAT			TR		SBJ_ba	SBJ_mi	DAT_ABL	NOM_SUB	NOM_vidDAT	SBJ_pada	DAT_NOM		NDIR.OBJ_SBJ		TR	NOM_ABL	POSS_EL	NOM_ABL	NOM_NOMewelt		SBJ_xa	GEN1_CONT.LAT	TR	TR	SBJ_po	NOM_PART	NOM_ADEL	DAT_SUBEL	NOM_ABL	SBJ.TR_le	SBJ.INTR_jiOBLre	NOM_SUPEL	TR	TR			DAT_NOM	NOM_INS		SBJ_od	SBJ_minn	SBJ_la	SBJ_do(POST)			NOM_gec	GEN_SUPER.EL	DAT_NOM	NOM_ABL/ezda	NOM_INS	TR	TR	NOM_waa7eeGEN	NOM_ALL		NOM_INS	SBJ_de	NOM_ABL		NOM_INS		DAT_NOM	DAT_NOM	DAT_SUPEREL	TR			TR	DAT_NOM		NOM_naACC	DAT_NOM	SBJ_yi	DO_SBJ	DAT_NOM	SBJ_av	DAT_ABS	ACT_CAUSE	DAT_ante	NOM_SUPEREL	SBJ_ke	NOM_ABL	BARE_m	NOM_ABL		ERG_ABL		NOM_ABL	NOM_INS	TR	NOM_DAT	DO_SBJ	NOM_ABL	TR	SBJ.INTR_sero.PSTP
112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом	ABS_BEN	ABS_BEN	ABS_SUPER	NOM_LOC	NOM_meACC	NOM_SUPER	SBJ_3ala	SBJ_bi	NOM_biGEN	NOM_SUP.EL	NOM_ABL	SBJ_bi	NOM_EL	NOM_ABL	SBJ_ni		DO_SBJ	NOM_menan	ABS_COM	NOM_INS	NOM_niye	NOM_PART	SBJ_ot		SBJ_per	ABS_DAT	SBJ_dui	ABS_SUPER	TR	NOM_INS	NOM_INS	NOM_sINS	SBJ_med	ABS_SUPER.LAT	NOM_SUPER	NOM_SUPER	NOM_DAT	NOM_SUPER.ESS	NOM_SUPER.ESS	SBJ_met		SBJ_with		NOM_COM	NOM_INSTR	NOM_ILL	NOM_EL	SBJ_de	SBJ_de		NOM_INS	NOM_mitDAT		TR	NOM_meACC			SBJ_mi	DIR_ABL	NOM_INS	NOM_medACC	SBJ_dengan	NOM_DAT	SBJ_le	SBJ_di	NOM_DAT	TR	NOM_DAT	NOM_EL	NOM_INS			SBJ_kha	ABS_SUPER	NOM_ponda	NOM_INS		NOM_PART	NOM_SUPEREL	NOM_SUBEL	NOM_NOMbulan	SBJ.INTR_le	SBJ.INTR_biOBL	NOM_SUPEL	NOM_ABL		NOM_ABL	ABS_SREL	NOM_SUPEL	NOM_INS		SBJ_od	SBJ_b	SBJ_la	SBJ_la			NOM_dono	NOM_SUPER.EL	NOM_INS	NOM_ezda	NOM_ABL		SBJ_med	NOM_LOC	NOM_ABL	NOM_azNOM	NOM_zGEN	SBJ_com	DAT_pala	NOM_de	NOM_INS	NOM_SUP	NOM_SUPEREL	NOM_COM	NOM_SUPEREL	NOM_EL	NOM_GENdiott	NOM_COM	ABS_SUPER	NOM_INS	NOM.NO.CL_EL	NOM_sINS	NOM_zINS	SBJ_yi	SBJ_con	DAT_NOM	SBJ_med	ABS_SUPER	SBJNV_CAUSE	DAT_ante	NOM_SUPEREL	TR	NOM_ABL	SBJ_m	NOM_DAT	SBJ_ho	ABS_ABL	NOM_INS	NOM_INS	NOM_INS		NOM_DAT	SBJ_ci	NOM_INS	NOM_ABL	SBJ.INTR_ra.PSTP
113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a	ABS_IO	TR	DAT_ABS	POSS_AD	NOM_meACC	NOM_SUPER.LAT	TR		TR	DAT_NOM	NOM_DATvra	BARE_men	GEN_APUD	NOM_DATLAT	TR		SBJ_la	NOM_DAT	ABS_INS	NOM_uACC		NOM_LOC	SBJ_v	NOM_DAT	SBJ_de	DAT_ABS	TR	SUPER_ABS	TR	TR	NOM_uACC	NOM_doGEN	SBJ_i	ERG_SUPER.LAT	ERG_SUPER	GEN_INTER	DAT_DAT			SBJ_op		SBJ_with		NOM_ILL	TR	NOM_ILL	TR	SBJ_de	SBJ_de		DAT_NOM	NOM_inACC	gi_POSS.SBJ		NOM_meACC			SBJ_be	DAT_ABL	NOM_ILL	NOM_afDAT	SBJ_pada	DAT_NOM	SBJ_le	SBJ_di	NOM_DAT	TR	NOM_DAT	POSS_APUD	NOM_DAT			TR	DAT_ABS	NOM_SUPLAT	DAT_NOM		NOM_SUPER	NOM_SUPER	DAT_NOM				NOM_POST	TR	NOM_LOC	NOM_DAT	ABS_SRESS	DAT_NOM	TR	SBJ_ga	SBJ_vo	TR	TR	SBJ_la			TR	DAT_NOM	DAT_ERG		TR	TR	SBJ_i	ABS_ABSirraa			NOM_wLOC	SBJ_por	NOM_ande	NOM_de	NOM_vACC	DAT_NOM	DAT_NOM	NOM_APUD	DAT_NOM	DAT_NOM	NOM_COM	TR	DAT_ABS	NOM_uACC	NOM.NO.CL_SUP	NOM_doGEN	NOM_vACC	TR	SBJ_de	DAT_NOM	SBJ_i	DAT_ABS	TR	NOM_COM	NOM_DAT		NOM_DAT	TR	NOM_DAT		TR	TR	NOM_DAT	NOM_vACC	TR	TR	TR	TR	TR	
114	trust	X (trust) Y	доверять	X (доверять) Y-у	ERG_BEN	ERG_BEN	ABS_POST	NOM_LAT	NOM_DAT	NOM_SUPER.LAT	SBJ_b	SBJ_bi	NOM_biGEN	NOM_SUP	NOM_DAT	SBJ_bi	NOM_LOC	NOM_DATLAT	SBJ_nu		SBJ_la		ABS_COM	NOM_DAT	TR	TR	SBJ_DAT(na)	NOM_DAT	SBJ_en	ABS_LAT	TR	ERG_SUPER	ABS_ALL	TR	NOM_uACC	NOM_DAT	SBJ_pa	ABS_SUPER.LAT	NOM_SUPER	GEN_DATLAT	NOM_DAT	NOM_SUPER(LAT)	NOM_SUPER.ESS	TR	NOM_DAT	TR	NOM_DAT	NOM_PART	TR	NOM_ILL	NOM_ALL	SBJ_NDIR.OBJ	SBJ_a	SBJ_ye	NOM_DAT	NOM_DAT	SBJ_lie	NOM_DAT	TR		SBJ_ta	SBJ_al	ERG_OBLpar	NOM_INE	NOM_DAT	SBJ_kepada	NOM_LAT	aige_as	SBJ_di	TR	TR	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT		TR	ABS_SUPER	NOM_DAT	NOM_DAT	SBJ_la	ERG_SUPER	ERG_SUPER	ERG_APUD	NOM_DAT	EXT_be	BARE_liOBL	GEN_SUP	NOM_DAT	NOM_DAT	DAT_NOM	ERG_DAT	ERG_SUP	NOM_INS	SBJ_ya	SBJ_DAT(na)	TR	SBJ_la	SBJ_la	SBJ_la		NOM_DAT	GEN_SUPER.LAT	ERG_DAT	NOM_lanks	TR	SBJ_DAT/ADD	TR	TR		NOM_beNOM	NOM_DAT	SBJ_em	NOM_ande	NOM_in	NOM_DAT	NOM_SUP	ERG_SUPER	NOM_SUPER	ERG_SUPER	ATTR_SUPER	TR	TR	ERG_SUPER	NOM_uACC	NOM.CL_LAT	NOM_DAT	NOM_DAT	SBJ_yi	SBJ_en	NOM_DAT	SBJ_pa	GEN_ABS	ACT_LOC	DAT_ante	NOM_SUPERLAT	TR	NOM_DAT	OBJAGR_b	NOM_DAT	SBJ_mu	TR		NOM_DAT	NOM_DAT	NOM_LAT	NOM_DAT	TR	NOM_DAT	TR	
